STT,MaSV,HoTen,NgaySinh,NoiSinh,GioiTinh,MaLop,Email,KhoaHoc,BacDaoTao,LoaiHinhDT,NganhDT,ChuyenNganh,Khoa,TinhTrang
1949,SV2680,Võ Gia Phong,2002-05-08,Hải Phòng,Nam,CNSH04,sv2680@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1950,SV2681,Đặng Khánh My,2003-06-09,Nam Định,Nữ,CNSH04,sv2681@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1951,SV2682,Bùi Thị Trang,2004-07-10,Quảng Nam,Nữ,CNSH04,sv2682@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1952,SV2683,Đỗ Thanh Bích,2005-08-11,Khánh Hòa,Nữ,CNSH04,sv2683@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1953,SV2684,Hồ Phương Giang,2006-09-12,Lâm Đồng,Nữ,CNSH04,sv2684@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1954,SV2685,Ngô Bảo Hương,2002-10-13,TP.HCM,Nữ,CNSH04,sv2685@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1955,SV2686,Dương Gia Sơn,2003-11-14,Hà Nội,Nam,CNSH04,sv2686@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1956,SV2687,Lý Trọng Huy,2004-12-15,Đà Nẵng,Nam,CNSH04,sv2687@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1957,SV2688,Nguyễn Thị Anh,2005-01-16,Cần Thơ,Nữ,CNSH04,sv2688@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1958,SV2689,Trần Quốc Dũng,2006-02-17,Đồng Nai,Nam,CNSH04,sv2689@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1959,SV269,Ngô Trọng Nam,2006-06-27,Lâm Đồng,Nam,CNTT04,sv269@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Mạng máy tính,CNTT,Đang học
1960,SV2690,Lê Đức Long,2002-03-18,Bình Dương,Nam,CNSH04,sv2690@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1961,SV2691,Phạm Bảo Linh,2003-04-19,Long An,Nữ,CNSH04,sv2691@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1962,SV2692,Hoàng Mỹ Nga,2004-05-20,Tiền Giang,Nữ,CNSH04,sv2692@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1963,SV2693,Huỳnh Trọng Đạt,2005-06-21,Nghệ An,Nam,CNSH04,sv2693@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1964,SV2694,Phan Văn Cường,2006-07-22,Thanh Hóa,Nam,CNSH04,sv2694@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1965,SV2695,Vũ Quốc Khang,2002-08-23,Hải Phòng,Nam,CNSH04,sv2695@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1966,SV2696,Võ Phương Lan,2003-09-24,Nam Định,Nữ,CNSH04,sv2696@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1967,SV2697,Đặng Bảo My,2004-10-25,Quảng Nam,Nữ,CNSH04,sv2697@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1968,SV2698,Bùi Mỹ Trang,2005-11-26,Khánh Hòa,Nữ,CNSH04,sv2698@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1969,SV2699,Đỗ Trọng Bình,2006-12-27,Lâm Đồng,Nam,CNSH04,sv2699@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1970,SV270,Dương Văn Sơn,2002-07-01,TP.HCM,Nam,CNTT04,sv270@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Mạng máy tính,CNTT,Đang học
1971,SV2700,Hồ Văn Hải,2002-01-01,TP.HCM,Nam,CNSH04,sv2700@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1972,SV2701,Ngô Thanh Hương,2003-02-02,Hà Nội,Nữ,CNSH04,sv2701@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1973,SV2702,Dương Phương Mai,2004-03-03,Đà Nẵng,Nữ,CNSH04,sv2702@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1974,SV2703,Lý Bảo Thảo,2005-04-04,Cần Thơ,Nữ,CNSH04,sv2703@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1975,SV2704,Nguyễn Mỹ Anh,2006-05-05,Đồng Nai,Nữ,CNSH04,sv2704@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1976,SV2705,Trần Khánh Dung,2002-06-06,Bình Dương,Nữ,CNSH04,sv2705@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1977,SV2706,Lê Văn Long,2003-07-07,Long An,Nam,CNSH04,sv2706@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1978,SV2707,Phạm Quốc Quân,2004-08-08,Tiền Giang,Nam,CNSH04,sv2707@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1979,SV2708,Hoàng Phương Nga,2005-09-09,Nghệ An,Nữ,CNSH04,sv2708@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1980,SV2709,Huỳnh Thanh Đạt,2006-10-10,Thanh Hóa,Nam,CNSH04,sv2709@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1981,SV271,Lý Thanh Thảo,2003-08-02,Hà Nội,Nữ,CNTT04,sv271@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Mạng máy tính,CNTT,Đang học
1982,SV2710,Phan Gia Cường,2002-11-11,Hải Phòng,Nam,CNSH04,sv2710@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1983,SV2711,Vũ Khánh Hà,2003-12-12,Nam Định,Nữ,CNSH04,sv2711@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1984,SV2712,Võ Thị Lan,2004-01-13,Quảng Nam,Nữ,CNSH04,sv2712@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1985,SV2713,Đặng Quốc Tùng,2005-02-14,Khánh Hòa,Nam,CNSH04,sv2713@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1986,SV2714,Bùi Đức Khôi,2006-03-15,Lâm Đồng,Nam,CNSH04,sv2714@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1987,SV2715,Đỗ Thanh Bình,2002-04-16,TP.HCM,Nam,CNSH04,sv2715@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1988,SV2716,Hồ Mỹ Giang,2003-05-17,Hà Nội,Nữ,CNSH04,sv2716@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1989,SV2717,Ngô Khánh Hương,2004-06-18,Đà Nẵng,Nữ,CNSH04,sv2717@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1990,SV2718,Dương Thị Mai,2005-07-19,Cần Thơ,Nữ,CNSH04,sv2718@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1991,SV2719,Lý Quốc Huy,2006-08-20,Đồng Nai,Nam,CNSH04,sv2719@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1992,SV272,Nguyễn Phương Anh,2004-09-03,Đà Nẵng,Nữ,CNTT04,sv272@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Mạng máy tính,CNTT,Đang học
1993,SV2720,Nguyễn Đức An,2002-09-21,Bình Dương,Nam,CNSH04,sv2720@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Sinh học phân tử,CNSH,Đang học
1994,SV2721,Trần Bảo Dung,2003-10-22,Long An,Nữ,CNSH05,sv2721@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
1995,SV2722,Lê Mỹ Hạnh,2004-11-23,Tiền Giang,Nữ,CNSH05,sv2722@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
1996,SV2723,Phạm Khánh Linh,2005-12-24,Nghệ An,Nữ,CNSH05,sv2723@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
1997,SV2724,Hoàng Thị Nga,2006-01-25,Thanh Hóa,Nữ,CNSH05,sv2724@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
1998,SV2725,Huỳnh Thanh Yến,2002-02-26,Hải Phòng,Nữ,CNSH05,sv2725@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
1999,SV2726,Phan Đức Cường,2003-03-27,Nam Định,Nam,CNSH05,sv2726@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2000,SV2727,Vũ Thanh Khang,2004-04-01,Quảng Nam,Nam,CNSH05,sv2727@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2001,SV2728,Võ Mỹ Lan,2005-05-02,Khánh Hòa,Nữ,CNSH05,sv2728@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2002,SV2729,Đặng Trọng Tùng,2006-06-03,Lâm Đồng,Nam,CNSH05,sv2729@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2003,SV273,Trần Thanh Dũng,2005-10-04,Cần Thơ,Nam,CNTT04,sv273@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Mạng máy tính,CNTT,Đang học
2004,SV2730,Bùi Văn Khôi,2002-07-04,TP.HCM,Nam,CNSH05,sv2730@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2005,SV2731,Đỗ Thanh Bích,2003-08-05,Hà Nội,Nữ,CNSH05,sv2731@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2006,SV2732,Hồ Phương Giang,2004-09-06,Đà Nẵng,Nữ,CNSH05,sv2732@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2007,SV2733,Ngô Thanh Nam,2005-10-07,Cần Thơ,Nam,CNSH05,sv2733@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2008,SV2734,Dương Gia Sơn,2006-11-08,Đồng Nai,Nam,CNSH05,sv2734@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2009,SV2735,Lý Trọng Huy,2002-12-09,Bình Dương,Nam,CNSH05,sv2735@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2010,SV2736,Nguyễn Thị Anh,2003-01-10,Long An,Nữ,CNSH05,sv2736@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2011,SV2737,Trần Thanh Dung,2004-02-11,Tiền Giang,Nữ,CNSH05,sv2737@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2012,SV2738,Lê Phương Hạnh,2005-03-12,Nghệ An,Nữ,CNSH05,sv2738@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2013,SV2739,Phạm Thanh Quân,2006-04-13,Thanh Hóa,Nam,CNSH05,sv2739@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2014,SV274,Lê Gia Long,2006-11-05,Đồng Nai,Nam,CNTT04,sv274@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Mạng máy tính,CNTT,Đang học
2015,SV2740,Hoàng Gia Việt,2002-05-14,Hải Phòng,Nam,CNSH05,sv2740@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2016,SV2741,Huỳnh Khánh Yến,2003-06-15,Nam Định,Nữ,CNSH05,sv2741@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2017,SV2742,Phan Thị Chi,2004-07-16,Quảng Nam,Nữ,CNSH05,sv2742@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2018,SV2743,Vũ Thanh Hà,2005-08-17,Khánh Hòa,Nữ,CNSH05,sv2743@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2019,SV2744,Võ Phương Lan,2006-09-18,Lâm Đồng,Nữ,CNSH05,sv2744@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2020,SV2745,Đặng Bảo My,2002-10-19,TP.HCM,Nữ,CNSH05,sv2745@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2021,SV2746,Bùi Gia Khôi,2003-11-20,Hà Nội,Nam,CNSH05,sv2746@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2022,SV2747,Đỗ Trọng Bình,2004-12-21,Đà Nẵng,Nam,CNSH05,sv2747@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2023,SV2748,Hồ Thị Giang,2005-01-22,Cần Thơ,Nữ,CNSH05,sv2748@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2024,SV2749,Ngô Quốc Nam,2006-02-23,Đồng Nai,Nam,CNSH05,sv2749@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2025,SV275,Phạm Trọng Quân,2002-12-06,Bình Dương,Nam,CNTT04,sv275@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Mạng máy tính,CNTT,Đang học
2026,SV2750,Dương Đức Sơn,2002-03-24,Bình Dương,Nam,CNSH05,sv2750@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2027,SV2751,Lý Bảo Thảo,2003-04-25,Long An,Nữ,CNSH05,sv2751@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2028,SV2752,Nguyễn Mỹ Anh,2004-05-26,Tiền Giang,Nữ,CNSH05,sv2752@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2029,SV2753,Trần Trọng Dũng,2005-06-27,Nghệ An,Nam,CNSH05,sv2753@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2030,SV2754,Lê Văn Long,2006-07-01,Thanh Hóa,Nam,CNSH05,sv2754@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2031,SV2755,Phạm Quốc Quân,2002-08-02,Hải Phòng,Nam,CNSH05,sv2755@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2032,SV2756,Hoàng Phương Nga,2003-09-03,Nam Định,Nữ,CNSH05,sv2756@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2033,SV2757,Huỳnh Bảo Yến,2004-10-04,Quảng Nam,Nữ,CNSH05,sv2757@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2034,SV2758,Phan Mỹ Chi,2005-11-05,Khánh Hòa,Nữ,CNSH05,sv2758@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2035,SV2759,Vũ Trọng Khang,2006-12-06,Lâm Đồng,Nam,CNSH05,sv2759@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2036,SV276,Hoàng Thị Nga,2003-01-07,Long An,Nữ,CNTT04,sv276@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Mạng máy tính,CNTT,Đang học
2037,SV2760,Võ Văn Phong,2002-01-07,TP.HCM,Nam,CNSH05,sv2760@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2038,SV2761,Đặng Thanh My,2003-02-08,Hà Nội,Nữ,CNSH05,sv2761@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2039,SV2762,Bùi Phương Trang,2004-03-09,Đà Nẵng,Nữ,CNSH05,sv2762@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2040,SV2763,Đỗ Bảo Bích,2005-04-10,Cần Thơ,Nữ,CNSH05,sv2763@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2041,SV2764,Hồ Mỹ Giang,2006-05-11,Đồng Nai,Nữ,CNSH05,sv2764@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2042,SV2765,Ngô Khánh Hương,2002-06-12,Bình Dương,Nữ,CNSH05,sv2765@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2043,SV2766,Dương Văn Sơn,2003-07-13,Long An,Nam,CNSH05,sv2766@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2044,SV2767,Lý Quốc Huy,2004-08-14,Tiền Giang,Nam,CNSH05,sv2767@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2045,SV2768,Nguyễn Phương Anh,2005-09-15,Nghệ An,Nữ,CNSH05,sv2768@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2046,SV2769,Trần Thanh Dũng,2006-10-16,Thanh Hóa,Nam,CNSH05,sv2769@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2047,SV277,Huỳnh Thanh Yến,2004-02-08,Tiền Giang,Nữ,CNTT04,sv277@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Mạng máy tính,CNTT,Đang học
2048,SV2770,Lê Gia Long,2002-11-17,Hải Phòng,Nam,CNSH05,sv2770@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2049,SV2771,Phạm Khánh Linh,2003-12-18,Nam Định,Nữ,CNSH05,sv2771@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2050,SV2772,Hoàng Thị Nga,2004-01-19,Quảng Nam,Nữ,CNSH05,sv2772@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2051,SV2773,Huỳnh Quốc Đạt,2005-02-20,Khánh Hòa,Nam,CNSH05,sv2773@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2052,SV2774,Phan Đức Cường,2006-03-21,Lâm Đồng,Nam,CNSH05,sv2774@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2053,SV2775,Vũ Thanh Khang,2002-04-22,TP.HCM,Nam,CNSH05,sv2775@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2054,SV2776,Võ Mỹ Lan,2003-05-23,Hà Nội,Nữ,CNSH05,sv2776@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2055,SV2777,Đặng Khánh My,2004-06-24,Đà Nẵng,Nữ,CNSH05,sv2777@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2056,SV2778,Bùi Thị Trang,2005-07-25,Cần Thơ,Nữ,CNSH05,sv2778@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2057,SV2779,Đỗ Quốc Bình,2006-08-26,Đồng Nai,Nam,CNSH05,sv2779@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2058,SV278,Phan Phương Chi,2005-03-09,Nghệ An,Nữ,CNTT04,sv278@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Mạng máy tính,CNTT,Đang học
2059,SV2780,Hồ Đức Hải,2002-09-27,Bình Dương,Nam,CNSH05,sv2780@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2060,SV2781,Ngô Bảo Hương,2003-10-01,Long An,Nữ,CNSH05,sv2781@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2061,SV2782,Dương Mỹ Mai,2004-11-02,Tiền Giang,Nữ,CNSH05,sv2782@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2062,SV2783,Lý Khánh Thảo,2005-12-03,Nghệ An,Nữ,CNSH05,sv2783@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2063,SV2784,Nguyễn Thị Anh,2006-01-04,Thanh Hóa,Nữ,CNSH05,sv2784@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2064,SV2785,Trần Thanh Dung,2002-02-05,Hải Phòng,Nữ,CNSH05,sv2785@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2065,SV2786,Lê Đức Long,2003-03-06,Nam Định,Nam,CNSH05,sv2786@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2066,SV2787,Phạm Thanh Quân,2004-04-07,Quảng Nam,Nam,CNSH05,sv2787@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2067,SV2788,Hoàng Mỹ Nga,2005-05-08,Khánh Hòa,Nữ,CNSH05,sv2788@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2068,SV2789,Huỳnh Trọng Đạt,2006-06-09,Lâm Đồng,Nam,CNSH05,sv2789@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ sinh học,Nuôi cấy mô,CNSH,Đang học
2069,SV279,Vũ Thanh Khang,2006-04-10,Thanh Hóa,Nam,CNTT04,sv279@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Mạng máy tính,CNTT,Đang học
